"SOLVEID","TRANSACTIONID","CLOSEID","ORGID","ORGNAME"
"10000002","EN20120104138","100001","203","远信科技"
"10000003","EN20120104139","100001","203","远信科技"
"10000002","EN20120104140","100001","203","远信科技"
"10000003","EN20120104141","100003","12","云电同方"
"10000002","EN20120104142","100001","203","远信科技"
"10000003","EN20120104143","100003","12","云电同方"
"10000002","EN20120104144","100001","12","云电同方"
"10000002","EN20120104145","100001","203","远信科技"
"10000002","EN20120104146","100001","203","远信科技"
"10000002","EN20120104147","100001","203","远信科技"
"10000002","EN20120104148","100001","12","云电同方"
"10000002","EN20120104149","100001","12","云电同方"
"10000002","EN20120104150","100001","203","远信科技"
"10000002","EN20120104151","100001","203","远信科技"
"10000002","EN20120104152","100001","203","远信科技"
"10000003","EN20120104153","100003","12","云电同方"
"10000002","EN20120104154","100001","203","远信科技"
"10000002","EN20120104155","100001","203","远信科技"
"10000002","EN20120104156","100001","203","远信科技"
"10000002","EN20120104157","100001","12","云电同方"
"10000002","EN20120104158","100001","203","远信科技"
"10000002","EN20120104159","100001","203","远信科技"
"10000002","EN20120104160","100001","12","云电同方"
"10000002","EN20120104161","100001","203","远信科技"
"10000002","EN20120104162","100001","203","远信科技"
"10000002","EN20120104163","100001","203","远信科技"
"10000002","EN20120104164","100001","203","远信科技"
"10000003","EN20120104165","100003","12","云电同方"
"10000002","EN20120104166","100001","203","远信科技"
"10000002","EN20120104167","100001","12","云电同方"
"10000002","EN20120104168","100001","203","远信科技"
"10000002","EN20120104169","100001","12","云电同方"
"10000002","EN20120104170","100001","12","云电同方"
"10000002","EN20120104171","100001","203","远信科技"
"10000003","EN20120104172","100001","203","远信科技"
"10000003","EN20120104173","100001","203","远信科技"
"10000002","EN20120104174","100001","12","云电同方"
"10000002","EN20120104175","100001","12","云电同方"
"10000003","EN20120104176","100001","203","远信科技"
"10000002","EN20120104177","100001","203","远信科技"
"10000003","EN20120104178","100003","12","云电同方"
"10000003","EN20120104179","100003","12","云电同方"
"10000002","EN20120104180","100001","203","远信科技"
"10000002","EN20120104181","100001","12","云电同方"
"10000003","EN20120104182","100003","12","云电同方"
"10000002","EN20120104183","100001","203","远信科技"
"10000002","EN20120104184","100001","203","远信科技"
"10000002","EN20120104185","100001","12","云电同方"
"10000002","EN20120104186","100001","12","云电同方"
"10000002","EN20120104187","100001","203","远信科技"
"10000002","EN20120104188","100001","203","远信科技"
"10000002","EN20120104189","100001","203","远信科技"
"10000003","EN20120104190","100001","203","远信科技"
"10000003","EN20120104191","100003","12","云电同方"
"10000002","EN20120104192","100001","203","远信科技"
"10000002","EN20120104193","100001","203","远信科技"
"10000002","EN20120104194","100001","203","远信科技"
"10000003","EN20120104195","100001","203","远信科技"
"10000002","EN20120104196","100001","12","云电同方"
"10000002","EN20120104197","100001","203","远信科技"
"10000002","EN20120104198","100001","12","云电同方"
"10000002","EN20120104199","100001","203","远信科技"
"10000002","EN20120104200","100001","203","远信科技"
"10000003","EN20120104201","100003","12","云电同方"
"10000002","EN20120104202","100001","203","远信科技"
"10000003","EN20120104203","100003","12","云电同方"
"10000003","EN20120104204","100003","12","云电同方"
"10000002","EN20120104205","100001","12","云电同方"
"10000003","EN20120104206","100003","12","云电同方"
"10000002","EN20120104207","100001","203","远信科技"
"10000002","EN20120104208","100001","203","远信科技"
"10000002","EN20120104209","100001","203","远信科技"
"10000002","EN20120104210","100001","12","云电同方"
"10000003","EN20120104211","100001","203","远信科技"
"10000002","EN20120104212","100001","12","云电同方"
"10000003","EN20120104213","100001","203","远信科技"
"10000002","EN20120104214","100001","203","远信科技"
"10000002","EN20120104215","100001","203","远信科技"
"10000002","EN20120104216","100001","203","远信科技"
"10000002","EN20120104217","100001","12","云电同方"
"10000002","EN20120104218","100001","12","云电同方"
"10000003","EN20120104220","100001","203","远信科技"
"10000002","EN20120104221","100001","12","云电同方"
"10000003","EN20120104222","100003","12","云电同方"
"10000002","EN20120104223","100001","203","远信科技"
"10000002","EN20120104224","100001","203","远信科技"
"10000002","EN20120104225","100001","12","云电同方"
"10000002","EN20120104227","100001","12","云电同方"
"10000002","EN20120104228","100001","203","远信科技"
"10000002","EN20120104229","100001","12","云电同方"
"10000003","EN20120104230","100003","12","云电同方"
"10000002","EN20120104231","100001","203","远信科技"
"10000002","EN20120104232","100001","203","远信科技"
"10000002","EN20120104233","100001","202","昆明能讯"
"10000002","EN20120104234","100001","202","昆明能讯"
"10000003","EN20120104235","100003","12","云电同方"
"10000002","EN20120104236","100001","12","云电同方"
"10000002","EN20120104237","100001","203","远信科技"
"10000002","EN20120104238","100001","203","远信科技"
"10000003","EN20120104239","100003","12","云电同方"
"10000002","EN20120104240","100001","203","远信科技"
"10000002","EN20120104241","100001","203","远信科技"
"10000003","EN20120104242","100001","203","远信科技"
"10000002","EN20120104243","100001","203","远信科技"
"10000003","EN20120104245","100003","12","云电同方"
"10000002","EN20120104246","100001","12","云电同方"
"10000002","EN20120104247","100001","203","远信科技"
"10000003","EN20120104248","100003","12","云电同方"
"10000003","EN20120104249","100003","12","云电同方"
"10000002","EN20120104250","100001","203","远信科技"
"10000003","EN20120104251","100003","12","云电同方"
"10000003","EN20120104252","100003","12","云电同方"
"10000003","EN20120104253","100003","12","云电同方"
"10000003","EN20120104254","100003","12","云电同方"
"10000002","EN20120104255","100001","12","云电同方"
"10000002","EN20120104256","100001","203","远信科技"
"10000002","EN20120104257","100001","203","远信科技"
"10000002","EN20120104258","100001","203","远信科技"
"10000002","EN20120104259","100001","203","远信科技"
"10000002","EN20120104260","100001","203","远信科技"
"10000002","EN20120104261","100001","12","云电同方"
"10000002","EN20120104262","100001","12","云电同方"
"10000002","EN20120104263","100001","203","远信科技"
"10000002","EN20120104264","100001","203","远信科技"
"10000003","EN20120104265","100003","12","云电同方"
"10000002","EN20120104266","100001","203","远信科技"
"10000002","EN20120104267","100001","203","远信科技"
"10000003","EN20120104268","100003","12","云电同方"
"10000002","EN20120104269","100001","203","远信科技"
"10000002","EN20120104270","100001","203","远信科技"
"10000002","EN20120104271","100001","12","云电同方"
"10000003","EN20120104272","100003","12","云电同方"
"10000003","EN20120104273","100003","12","云电同方"
"10000002","EN20120104274","100001","12","云电同方"
"10000002","EN20120104275","100003","12","云电同方"
"10000003","EN20120104276","100003","12","云电同方"
"10000002","EN20120104277","100001","203","远信科技"
"10000003","EN20120104278","100003","12","云电同方"
"10000003","EN20120104279","100003","12","云电同方"
"10000002","EN20120104280","100001","12","云电同方"
"10000002","EN20120104281","100001","12","云电同方"
"10000002","EN20120104282","100001","203","远信科技"
"10000002","EN20120104283","100001","203","远信科技"
"10000002","EN20120104284","100001","203","远信科技"
"10000003","EN20120104285","100003","202","昆明能讯"
"10000003","EN20120104286","100001","203","远信科技"
"10000003","EN20120104287","100001","203","远信科技"
"10000003","EN20120104288","100001","203","远信科技"
"10000003","EN20120104289","100001","12","云电同方"
"10000003","EN20120104290","100003","12","云电同方"
"10000002","EN20120104291","100001","203","远信科技"
"10000002","EN20120104292","100001","203","远信科技"
"10000002","EN20120104293","100001","12","云电同方"
"10000002","EN20120104294","100001","203","远信科技"
"10000002","EN20120104295","100001","203","远信科技"
"10000002","EN20120104296","100001","203","远信科技"
"10000002","EN20120104297","100001","203","远信科技"
"10000002","EN20120104298","100001","12","云电同方"
"10000002","EN20120104299","100001","12","云电同方"
"10000002","EN20120104300","100001","203","远信科技"
"10000002","EN20120104301","100001","203","远信科技"
"10000002","EN20120104302","100001","12","云电同方"
"10000002","EN20120104303","100001","203","远信科技"
"10000002","EN20120104304","100001","203","远信科技"
"10000002","EN20120104305","100001","203","远信科技"
"10000002","EN20120104306","100001","203","远信科技"
"10000002","EN20120104307","100001","203","远信科技"
"10000002","EN20120104308","100001","203","远信科技"
"10000002","EN20120104309","100001","12","云电同方"
"10000002","EN20120104310","100001","12","云电同方"
"10000002","EN20120104311","100001","202","昆明能讯"
"10000002","EN20120104312","100001","203","远信科技"
"10000002","EN20120104313","100001","203","远信科技"
"10000002","EN20120104314","100001","203","远信科技"
"10000002","EN20120104315","100001","203","远信科技"
"10000002","EN20120104316","100001","203","远信科技"
"10000002","EN20120105001","100001","12","云电同方"
"10000002","EN20120105002","100001","12","云电同方"
"10000002","EN20120105003","100001","12","云电同方"
"10000003","EN20120105004","100003","12","云电同方"
"10000003","EN20120105005","100003","12","云电同方"
"10000002","EN20120105006","100001","203","远信科技"
"10000002","EN20120105007","100001","203","远信科技"
"10000002","EN20120105008","100001","203","远信科技"
"10000003","EN20120105009","100003","12","云电同方"
"10000002","EN20120105010","100003","12","云电同方"
"10000003","EN20120105010","100003","12","云电同方"
"10000003","EN20120105011","100003","12","云电同方"
"10000002","EN20120105012","100001","12","云电同方"
"10000002","EN20120105013","100001","203","远信科技"
"10000002","EN20120105014","100001","203","远信科技"
"10000002","EN20120105015","100001","12","云电同方"
"10000002","EN20120105016","100001","203","远信科技"
"10000003","EN20120105017","100001","203","远信科技"
"10000002","EN20120105018","100001","203","远信科技"
"10000002","EN20120105019","100001","203","远信科技"
"10000002","EN20120105020","100001","12","云电同方"
"10000003","EN20120105021","100001","203","远信科技"
"10000002","EN20120105022","100001","12","云电同方"
"10000002","EN20120105024","100001","12","云电同方"
"10000002","EN20120105025","100001","12","云电同方"
"10000003","EN20120105026","100003","12","云电同方"
"10000002","EN20120105027","100001","203","远信科技"
"10000002","EN20120105028","100001","12","云电同方"
"10000003","EN20120105029","100001","12","云电同方"
"10000003","EN20120105030","100001","203","远信科技"
"10000002","EN20120105031","100001","12","云电同方"
"10000002","EN20120105032","100001","203","远信科技"
"10000002","EN20120105033","100001","203","远信科技"
"10000002","EN20120105034","100001","203","远信科技"
"10000002","EN20120105035","100001","203","远信科技"
"10000002","EN20120105036","100001","203","远信科技"
"10000002","EN20120105037","100001","12","云电同方"
"10000002","EN20120105038","100001","12","云电同方"
"10000003","EN20120105039","100003","12","云电同方"
"10000002","EN20120105040","100001","203","远信科技"
"10000002","EN20120105041","100001","203","远信科技"
"10000002","EN20120105042","100001","12","云电同方"
"10000002","EN20120105043","100001","203","远信科技"
"10000002","EN20120105044","100001","12","云电同方"
"10000002","EN20120105045","100001","12","云电同方"
"10000002","EN20120105046","100001","203","远信科技"
"10000003","EN20120105047","100003","12","云电同方"
"10000002","EN20120105048","100001","203","远信科技"
"10000003","EN20120105049","100003","12","云电同方"
"10000002","EN20120105050","100001","203","远信科技"
"10000002","EN20120105051","100001","203","远信科技"
"10000002","EN20120105052","100001","12","云电同方"
"10000002","EN20120105053","100001","203","远信科技"
"10000002","EN20120105054","100001","203","远信科技"
"10000002","EN20120105055","100001","203","远信科技"
"10000002","EN20120105056","100001","203","远信科技"
"10000003","EN20120105056","100001","203","远信科技"
"10000002","EN20120105057","100001","203","远信科技"
"10000003","EN20120105058","100001","203","远信科技"
"10000002","EN20120105059","100001","203","远信科技"
"10000002","EN20120105060","100001","203","远信科技"
"10000002","EN20120105061","100001","12","云电同方"
"10000002","EN20120105062","100001","203","远信科技"
"10000002","EN20120105063","100001","12","云电同方"
"10000003","EN20120105064","100003","12","云电同方"
"10000002","EN20120105065","100001","12","云电同方"
"10000003","EN20120105066","100003","12","云电同方"
"10000003","EN20120105067","100003","12","云电同方"
"10000003","EN20120105068","100003","12","云电同方"
"10000003","EN20120105069","100003","12","云电同方"
"10000002","EN20120105070","100001","203","远信科技"
"10000002","EN20120105071","100001","12","云电同方"
"10000002","EN20120105072","100001","203","远信科技"
"10000002","EN20120105073","100001","12","云电同方"
"10000002","EN20120105074","100001","203","远信科技"
"10000003","EN20120105075","100003","12","云电同方"
"10000002","EN20120105076","100001","12","云电同方"
"10000002","EN20120105077","100001","12","云电同方"
"10000003","EN20120105078","100003","12","云电同方"
"10000002","EN20120105079","100001","12","云电同方"
"10000003","EN20120105080","100001","203","远信科技"
"10000002","EN20120105081","100001","12","云电同方"
"10000002","EN20120105082","100001","12","云电同方"
"10000002","EN20120105083","100001","203","远信科技"
"10000002","EN20120105084","100001","12","云电同方"
"10000002","EN20120105085","100001","12","云电同方"
"10000002","EN20120105086","100001","203","远信科技"
"10000002","EN20120105087","100001","12","云电同方"
"10000002","EN20120105088","100001","12","云电同方"
"10000002","EN20120105089","100001","203","远信科技"
"10000002","EN20120105090","100001","203","远信科技"
"10000003","EN20120105091","100003","12","云电同方"
"10000002","EN20120105092","100001","12","云电同方"
"10000002","EN20120105093","100001","203","远信科技"
"10000003","EN20120105094","100003","12","云电同方"
"10000002","EN20120105095","100001","203","远信科技"
"10000002","EN20120105096","100001","12","云电同方"
"10000003","EN20120105097","100001","203","远信科技"
"10000002","EN20120105098","100001","12","云电同方"
"10000003","EN20120105099","100001","203","远信科技"
"10000002","EN20120105102","100001","12","云电同方"
"10000002","EN20120105103","100001","203","远信科技"
"10000002","EN20120105104","100001","203","远信科技"
"10000002","EN20120105105","100001","202","昆明能讯"
"10000003","EN20120105106","100001","203","远信科技"
"10000003","EN20120105107","100003","12","云电同方"
"10000002","EN20120105108","100003","12","云电同方"
"10000002","EN20120105109","100001","203","远信科技"
"10000002","EN20120105110","100001","12","云电同方"
"10000002","EN20120105111","100001","12","云电同方"
"10000002","EN20120105112","100001","203","远信科技"
"10000002","EN20120105113","100001","203","远信科技"
"10000002","EN20120105114","100001","203","远信科技"
"10000002","EN20120105115","100001","12","云电同方"
"10000002","EN20120105116","100001","203","远信科技"
"10000003","EN20120105117","100001","203","远信科技"
"10000002","EN20120105118","100001","203","远信科技"
"10000003","EN20120105119","100003","202","昆明能讯"
"10000003","EN20120105120","100003","12","云电同方"
"10000002","EN20120105121","100001","203","远信科技"
"10000002","EN20120105122","100001","12","云电同方"
"10000003","EN20120105123","100003","12","云电同方"
"10000002","EN20120105124","100001","12","云电同方"
"10000003","EN20120105125","100001","12","云电同方"
"10000002","EN20120105126","100001","203","远信科技"
"10000002","EN20120105127","100001","203","远信科技"
"10000002","EN20120105128","100001","12","云电同方"
"10000002","EN20120105129","100001","12","云电同方"
"10000002","EN20120105130","100001","203","远信科技"
"10000002","EN20120105131","100001","203","远信科技"
"10000003","EN20120105132","100003","12","云电同方"
"10000002","EN20120105133","100002","202","昆明能讯"
"10000003","EN20120105134","100003","12","云电同方"
"10000003","EN20120105135","100003","12","云电同方"
"10000002","EN20120105136","100001","203","远信科技"
"10000002","EN20120105137","100001","203","远信科技"
"10000002","EN20120105138","100001","12","云电同方"
"10000002","EN20120105139","100001","12","云电同方"
"10000003","EN20120105140","100001","203","远信科技"
"10000002","EN20120105141","100001","203","远信科技"
"10000002","EN20120105142","100001","12","云电同方"
"10000003","EN20120105143","100003","12","云电同方"
"10000002","EN20120105144","100001","203","远信科技"
"10000002","EN20120105145","100001","12","云电同方"
"10000002","EN20120105146","100001","203","远信科技"
"10000002","EN20120105147","100001","12","云电同方"
"10000002","EN20120105148","100001","12","云电同方"
"10000002","EN20120105149","100001","12","云电同方"
"10000003","EN20120105150","100001","203","远信科技"
"10000002","EN20120105151","100001","203","远信科技"
"10000002","EN20120105152","100001","203","远信科技"
"10000002","EN20120105153","100001","203","远信科技"
"10000002","EN20120105154","100001","203","远信科技"
"10000002","EN20120105155","100001","203","远信科技"
"10000002","EN20120105156","100002","202","昆明能讯"
"10000002","EN20120105157","100001","202","昆明能讯"
"10000003","EN20120105158","100003","12","云电同方"
"10000003","EN20120105159","100003","12","云电同方"
"10000003","EN20120105160","100003","12","云电同方"
"10000002","EN20120105161","100001","12","云电同方"
"10000003","EN20120105162","100003","12","云电同方"
"10000002","EN20120105163","100001","12","云电同方"
"10000003","EN20120105164","100003","12","云电同方"
"10000003","EN20120105165","100001","203","远信科技"
"10000003","EN20120105166","100001","12","云电同方"
"10000003","EN20120105167","100003","12","云电同方"
"10000003","EN20120105168","100003","12","云电同方"
"10000003","EN20120105169","100003","12","云电同方"
"10000003","EN20120105170","100003","12","云电同方"
"10000003","EN20120105171","100003","12","云电同方"
"10000003","EN20120105172","100003","12","云电同方"
"10000002","EN20120105173","100001","12","云电同方"
"10000003","EN20120105174","100003","12","云电同方"
"10000003","EN20120105175","100003","12","云电同方"
"10000003","EN20120105176","100003","12","云电同方"
"10000003","EN20120105177","100001","12","云电同方"
"10000003","EN20120105178","100003","12","云电同方"
"10000002","EN20120105179","100001","203","远信科技"
"10000002","EN20120105180","100001","203","远信科技"
"10000003","EN20120105181","100003","12","云电同方"
"10000003","EN20120105182","100003","12","云电同方"
"10000002","EN20120105183","100001","203","远信科技"
"10000003","EN20120105184","100003","12","云电同方"
"10000003","EN20120105185","100003","12","云电同方"
"10000003","EN20120105186","100001","203","远信科技"
"10000003","EN20120105187","100003","12","云电同方"
"10000003","EN20120105188","100003","12","云电同方"
"10000003","EN20120105189","100003","12","云电同方"
"10000002","EN20120105190","100001","12","云电同方"
"10000002","EN20120105191","100001","203","远信科技"
"10000002","EN20120105192","100001","203","远信科技"
"10000002","EN20120105193","100001","12","云电同方"
"10000003","EN20120105194","100001","203","远信科技"
"10000003","EN20120105195","100001","203","远信科技"
"10000003","EN20120105196","100003","12","云电同方"
"10000002","EN20120105197","100001","203","远信科技"
"10000002","EN20120105198","100001","203","远信科技"
"10000002","EN20120105199","100001","12","云电同方"
"10000002","EN20120105200","100001","12","云电同方"
"10000002","EN20120105201","100001","12","云电同方"
"10000002","EN20120105202","100001","203","远信科技"
"10000002","EN20120105203","100001","12","云电同方"
"10000003","EN20120105204","100001","203","远信科技"
"10000003","EN20120105205","100003","12","云电同方"
